year,areakm,municipality,geocode_ibge,state
2017,973.3660388168765,Santa Luzia D'Oeste,1100296,Rondônia
2018,974.205243073655,Santa Luzia D'Oeste,1100296,Rondônia
2019,975.747341524663,Santa Luzia D'Oeste,1100296,Rondônia
2020,976.5508108428913,Santa Luzia D'Oeste,1100296,Rondônia
2021,977.5971014114688,Santa Luzia D'Oeste,1100296,Rondônia
2022,977.7910604365351,Santa Luzia D'Oeste,1100296,Rondônia
2007,1177.5994778007434,Seringueiras,1101500,Rondônia
2008,1220.1761331824257,Seringueiras,1101500,Rondônia
2009,1224.4423764523588,Seringueiras,1101500,Rondônia
2010,1229.4244714035126,Seringueiras,1101500,Rondônia
2011,1237.2944971876252,Seringueiras,1101500,Rondônia
2012,1249.873735731851,Seringueiras,1101500,Rondônia
2013,1260.0521963849114,Seringueiras,1101500,Rondônia
2014,1267.8203633880096,Seringueiras,1101500,Rondônia
2015,1274.6898482875968,Seringueiras,1101500,Rondônia
2016,1282.065273044816,Seringueiras,1101500,Rondônia
2017,1288.2916329069847,Seringueiras,1101500,Rondônia
2018,1297.3614628882408,Seringueiras,1101500,Rondônia
2019,1350.4777930819012,Seringueiras,1101500,Rondônia
2020,1384.3182788785696,Seringueiras,1101500,Rondônia
2021,1416.0331762804808,Seringueiras,1101500,Rondônia
2022,1432.9002772464335,Seringueiras,1101500,Rondônia
2007,481.09488634679326,São Felipe D'Oeste,1101484,Rondônia
2008,481.4431218475754,São Felipe D'Oeste,1101484,Rondônia
2009,481.4431218475754,São Felipe D'Oeste,1101484,Rondônia
2010,481.4445274418978,São Felipe D'Oeste,1101484,Rondônia
2011,481.4445274418978,São Felipe D'Oeste,1101484,Rondônia
2012,481.9139083937503,São Felipe D'Oeste,1101484,Rondônia
2013,482.0817322802967,São Felipe D'Oeste,1101484,Rondônia
2014,482.1986117480551,São Felipe D'Oeste,1101484,Rondônia
2015,482.39098145012923,São Felipe D'Oeste,1101484,Rondônia
2016,482.48760302499835,São Felipe D'Oeste,1101484,Rondônia
2017,482.576888798192,São Felipe D'Oeste,1101484,Rondônia
2018,482.576888798192,São Felipe D'Oeste,1101484,Rondônia
2019,483.1684481470017,São Felipe D'Oeste,1101484,Rondônia
2020,483.1684481470017,São Felipe D'Oeste,1101484,Rondônia
2021,483.5014325327348,São Felipe D'Oeste,1101484,Rondônia
2022,483.7330305244491,São Felipe D'Oeste,1101484,Rondônia
2007,2341.4128925393247,São Francisco do Guaporé,1101492,Rondônia
2008,2386.3357366549753,São Francisco do Guaporé,1101492,Rondônia
2009,2397.929042810785,São Francisco do Guaporé,1101492,Rondônia
2010,2412.374698470884,São Francisco do Guaporé,1101492,Rondônia
2011,2426.4013403490862,São Francisco do Guaporé,1101492,Rondônia
2012,2435.733810477264,São Francisco do Guaporé,1101492,Rondônia
2013,2451.818364693224,São Francisco do Guaporé,1101492,Rondônia
2014,2458.5900897060546,São Francisco do Guaporé,1101492,Rondônia
2015,2469.048667339933,São Francisco do Guaporé,1101492,Rondônia
2016,2476.3041964922654,São Francisco do Guaporé,1101492,Rondônia
2017,2491.136786457298,São Francisco do Guaporé,1101492,Rondônia
2018,2517.2568178559136,São Francisco do Guaporé,1101492,Rondônia
2019,2540.3617716668323,São Francisco do Guaporé,1101492,Rondônia
2020,2562.004699835767,São Francisco do Guaporé,1101492,Rondônia
2021,2594.3963573953406,São Francisco do Guaporé,1101492,Rondônia
2022,2614.940364750606,São Francisco do Guaporé,1101492,Rondônia
2007,1673.2048283569866,São Miguel do Guaporé,1100320,Rondônia
2008,1714.400892633012,São Miguel do Guaporé,1100320,Rondônia
2009,1718.1927362157182,São Miguel do Guaporé,1100320,Rondônia
2010,1721.9795601329652,São Miguel do Guaporé,1100320,Rondônia
2011,1727.3348503316533,São Miguel do Guaporé,1100320,Rondônia
2012,1740.1113292605514,São Miguel do Guaporé,1100320,Rondônia
2013,1747.8175324123997,São Miguel do Guaporé,1100320,Rondônia
2014,1758.6938636449854,São Miguel do Guaporé,1100320,Rondônia
2015,1763.548749781384,São Miguel do Guaporé,1100320,Rondônia
2016,1781.0371622174807,São Miguel do Guaporé,1100320,Rondônia
2017,1790.894491360301,São Miguel do Guaporé,1100320,Rondônia
2018,1799.763310389648,São Miguel do Guaporé,1100320,Rondônia
2019,1816.6710462680537,São Miguel do Guaporé,1100320,Rondônia
2020,1837.1427299531945,São Miguel do Guaporé,1100320,Rondônia
2021,1849.6555576355338,São Miguel do Guaporé,1100320,Rondônia
2022,1859.901455970841,São Miguel do Guaporé,1100320,Rondônia
2007,440.65877274708515,Teixeirópolis,1101559,Rondônia
2008,441.17712315465036,Teixeirópolis,1101559,Rondônia
2009,441.3550800009928,Teixeirópolis,1101559,Rondônia
2010,441.3550800009928,Teixeirópolis,1101559,Rondônia
2011,441.50109025711157,Teixeirópolis,1101559,Rondônia
2012,441.64810884600826,Teixeirópolis,1101559,Rondônia
2013,441.64810884600826,Teixeirópolis,1101559,Rondônia
2014,441.64810884600826,Teixeirópolis,1101559,Rondônia
2015,442.0236660088876,Teixeirópolis,1101559,Rondônia
2016,442.0895604750771,Teixeirópolis,1101559,Rondônia
2017,442.10178228793245,Teixeirópolis,1101559,Rondônia
2018,442.1022376088887,Teixeirópolis,1101559,Rondônia
2019,442.3835227710166,Teixeirópolis,1101559,Rondônia
2020,442.7449589540592,Teixeirópolis,1101559,Rondônia
2021,443.0622359859015,Teixeirópolis,1101559,Rondônia
2022,443.08752192650036,Teixeirópolis,1101559,Rondônia
2007,1708.8555148818507,Theobroma,1101609,Rondônia
2008,1715.9661343368873,Theobroma,1101609,Rondônia
2009,1722.3725152150328,Theobroma,1101609,Rondônia
2010,1724.2667329671542,Theobroma,1101609,Rondônia
2011,1726.4923508926954,Theobroma,1101609,Rondônia
2012,1729.5232874343524,Theobroma,1101609,Rondônia
2013,1734.4669910261675,Theobroma,1101609,Rondônia
2014,1738.0104364841006,Theobroma,1101609,Rondônia
2015,1742.4538651125104,Theobroma,1101609,Rondônia
2016,1746.7988655652496,Theobroma,1101609,Rondônia
2017,1750.1076117286168,Theobroma,1101609,Rondônia
2018,1752.7556678429328,Theobroma,1101609,Rondônia
2019,1758.2585974675487,Theobroma,1101609,Rondônia
2020,1762.969355402746,Theobroma,1101609,Rondônia
2021,1767.4738859297163,Theobroma,1101609,Rondônia
2022,1772.9967179834161,Theobroma,1101609,Rondônia
2007,672.4725476945675,Urupá,1101708,Rondônia
2008,674.6163832200656,Urupá,1101708,Rondônia
2009,676.2203309825895,Urupá,1101708,Rondônia
2010,676.4316592628012,Urupá,1101708,Rondônia
2011,677.5931134810235,Urupá,1101708,Rondônia
2012,678.4316604027758,Urupá,1101708,Rondônia
2013,679.1222755930082,Urupá,1101708,Rondônia
2014,679.9274877020433,Urupá,1101708,Rondônia
2015,680.9470318859059,Urupá,1101708,Rondônia
2016,682.0669815158179,Urupá,1101708,Rondônia
2017,682.8615608855403,Urupá,1101708,Rondônia
2018,683.5416514212758,Urupá,1101708,Rondônia
2019,684.0110802441677,Urupá,1101708,Rondônia
2020,685.0535020323427,Urupá,1101708,Rondônia
2021,685.8982681473501,Urupá,1101708,Rondônia
2022,686.0363985137867,Urupá,1101708,Rondônia
2007,1156.71611920059,Vale do Anari,1101757,Rondônia
2008,1168.6973383456334,Vale do Anari,1101757,Rondônia
2009,1178.9632608073282,Vale do Anari,1101757,Rondônia
2010,1182.5199557561912,Vale do Anari,1101757,Rondônia
2011,1189.5606400452195,Vale do Anari,1101757,Rondônia
2012,1201.5171700446379,Vale do Anari,1101757,Rondônia
2013,1210.0942602356706,Vale do Anari,1101757,Rondônia
2014,1221.0157028764372,Vale do Anari,1101757,Rondônia
2015,1235.183469972859,Vale do Anari,1101757,Rondônia
2016,1254.7479022198884,Vale do Anari,1101757,Rondônia
2017,1264.767607342907,Vale do Anari,1101757,Rondônia
2018,1273.5777798437368,Vale do Anari,1101757,Rondônia
2019,1282.9815137649352,Vale do Anari,1101757,Rondônia
2020,1290.1637826560955,Vale do Anari,1101757,Rondônia
2021,1299.4011167704468,Vale do Anari,1101757,Rondônia
2022,1303.7697148998222,Vale do Anari,1101757,Rondônia
2007,857.1048786375235,Vale do Paraíso,1101807,Rondônia
2008,857.77656358607,Vale do Paraíso,1101807,Rondônia
2009,858.4382528324029,Vale do Paraíso,1101807,Rondônia
2010,858.5084123440124,Vale do Paraíso,1101807,Rondônia
2011,858.7564829653859,Vale do Paraíso,1101807,Rondônia
2012,859.3839377919123,Vale do Paraíso,1101807,Rondônia
2013,859.6231549320241,Vale do Paraíso,1101807,Rondônia
2014,861.1661074423239,Vale do Paraíso,1101807,Rondônia
2015,862.3476900156433,Vale do Paraíso,1101807,Rondônia
2016,866.3284284786141,Vale do Paraíso,1101807,Rondônia
2017,871.3436452359108,Vale do Paraíso,1101807,Rondônia
2018,874.2418437765675,Vale do Paraíso,1101807,Rondônia
2019,876.0408879847625,Vale do Paraíso,1101807,Rondônia
2020,878.0855715185917,Vale do Paraíso,1101807,Rondônia
2021,880.2693444506043,Vale do Paraíso,1101807,Rondônia
2022,881.4229948550789,Vale do Paraíso,1101807,Rondônia
2007,1646.5195586615869,Vilhena,1100304,Rondônia
2008,1706.3444878618704,Vilhena,1100304,Rondônia
2009,1712.6963860901003,Vilhena,1100304,Rondônia
2010,1721.33627271994,Vilhena,1100304,Rondônia
2011,1729.215938517124,Vilhena,1100304,Rondônia
2012,1737.9486644537894,Vilhena,1100304,Rondônia
2013,1745.9382703247259,Vilhena,1100304,Rondônia
2014,1753.4142872516795,Vilhena,1100304,Rondônia
2015,1769.2814997333433,Vilhena,1100304,Rondônia
2016,1783.017262825403,Vilhena,1100304,Rondônia
2017,1797.7337125722547,Vilhena,1100304,Rondônia
2018,1815.0457578790333,Vilhena,1100304,Rondônia
2019,1840.0453052619475,Vilhena,1100304,Rondônia
2020,1859.1207889511434,Vilhena,1100304,Rondônia
2021,1883.309851647534,Vilhena,1100304,Rondônia
2022,1894.0536763628752,Vilhena,1100304,Rondônia
2007,693.8011593044138,Alto Alegre,1400050,Roraima
2008,730.1915228850553,Alto Alegre,1400050,Roraima
2009,734.4475024609953,Alto Alegre,1400050,Roraima
2010,741.0163756573443,Alto Alegre,1400050,Roraima
2011,752.3074178469826,Alto Alegre,1400050,Roraima
2012,759.3170156899006,Alto Alegre,1400050,Roraima
2013,774.7821075317918,Alto Alegre,1400050,Roraima
2014,781.3678953379043,Alto Alegre,1400050,Roraima
2015,788.2799010814364,Alto Alegre,1400050,Roraima
2016,812.7421303482271,Alto Alegre,1400050,Roraima
2017,814.5468274692099,Alto Alegre,1400050,Roraima
2018,819.7097427928161,Alto Alegre,1400050,Roraima
2019,841.5969423031431,Alto Alegre,1400050,Roraima
2020,877.5292953176668,Alto Alegre,1400050,Roraima
2021,890.3669630805942,Alto Alegre,1400050,Roraima
2022,914.6067826189918,Alto Alegre,1400050,Roraima
2007,261.8772353997917,Amajari,1400027,Roraima
2008,296.5836719058503,Amajari,1400027,Roraima
2009,299.8452703305931,Amajari,1400027,Roraima
2010,308.3677018295109,Amajari,1400027,Roraima
2011,320.9689646004601,Amajari,1400027,Roraima
2012,326.2474093914896,Amajari,1400027,Roraima
2013,331.4078752804528,Amajari,1400027,Roraima
2014,342.73171369158865,Amajari,1400027,Roraima
2015,354.00929383144637,Amajari,1400027,Roraima
2016,362.9808633222447,Amajari,1400027,Roraima
2017,372.0119004991917,Amajari,1400027,Roraima
2018,383.7137787755412,Amajari,1400027,Roraima
2019,404.999950382577,Amajari,1400027,Roraima
2020,419.9848024024526,Amajari,1400027,Roraima
2021,430.3384536225877,Amajari,1400027,Roraima
2022,448.68661801207986,Amajari,1400027,Roraima
2007,17.24932793872404,Boa Vista,1400100,Roraima
2008,19.597076448364923,Boa Vista,1400100,Roraima
2009,19.752752114113513,Boa Vista,1400100,Roraima
2010,20.329183718858623,Boa Vista,1400100,Roraima
2011,20.52520002667677,Boa Vista,1400100,Roraima
2012,20.52520002667677,Boa Vista,1400100,Roraima
2013,20.717296506571014,Boa Vista,1400100,Roraima
2014,21.027659400420227,Boa Vista,1400100,Roraima
2015,21.12341801475898,Boa Vista,1400100,Roraima
2016,21.186752319587008,Boa Vista,1400100,Roraima
2017,21.186752319587008,Boa Vista,1400100,Roraima
2018,21.186752319587008,Boa Vista,1400100,Roraima
2019,21.2559229310656,Boa Vista,1400100,Roraima
2020,22.114522939662525,Boa Vista,1400100,Roraima
2021,22.53413156700187,Boa Vista,1400100,Roraima
2022,23.301000780248867,Boa Vista,1400100,Roraima
2007,346.0864425030481,Bonfim,1400159,Roraima
2008,365.596271764972,Bonfim,1400159,Roraima
2009,368.01133311199055,Bonfim,1400159,Roraima
2010,375.4856407109297,Bonfim,1400159,Roraima
2011,379.3142575387964,Bonfim,1400159,Roraima
2012,381.8143560342866,Bonfim,1400159,Roraima
2013,384.471755450773,Bonfim,1400159,Roraima
2014,386.6000378716056,Bonfim,1400159,Roraima
2015,394.8997652494427,Bonfim,1400159,Roraima
2016,397.7982118945301,Bonfim,1400159,Roraima
2017,399.5101508906834,Bonfim,1400159,Roraima
2018,401.9074622235293,Bonfim,1400159,Roraima
2019,414.382901394811,Bonfim,1400159,Roraima
2020,423.344830766033,Bonfim,1400159,Roraima
2021,425.1475082823338,Bonfim,1400159,Roraima
2022,428.95119817061993,Bonfim,1400159,Roraima
2007,1307.391882161498,Cantá,1400175,Roraima
2008,1428.7033116931227,Cantá,1400175,Roraima
2009,1436.704364867354,Cantá,1400175,Roraima
2010,1471.8871384509325,Cantá,1400175,Roraima
2011,1480.527359511993,Cantá,1400175,Roraima
2012,1492.8828868274381,Cantá,1400175,Roraima
2013,1502.428756382667,Cantá,1400175,Roraima
2014,1519.3695433756855,Cantá,1400175,Roraima
2015,1543.5149130589664,Cantá,1400175,Roraima
2016,1566.3310495493402,Cantá,1400175,Roraima
2017,1576.1122041475796,Cantá,1400175,Roraima
2018,1585.4257761461315,Cantá,1400175,Roraima
2019,1670.4703967388468,Cantá,1400175,Roraima
2020,1691.482291226857,Cantá,1400175,Roraima
2021,1710.987911405305,Cantá,1400175,Roraima
2022,1723.5597948808045,Cantá,1400175,Roraima
2007,911.2870384172899,Caracaraí,1400209,Roraima
2008,953.4897027722225,Caracaraí,1400209,Roraima
2009,962.4173271005845,Caracaraí,1400209,Roraima
2010,981.4033242671982,Caracaraí,1400209,Roraima
2011,1003.5374121344195,Caracaraí,1400209,Roraima
2012,1025.532331370543,Caracaraí,1400209,Roraima
2013,1039.2029223546717,Caracaraí,1400209,Roraima
2014,1072.560782308418,Caracaraí,1400209,Roraima
2015,1092.256489354626,Caracaraí,1400209,Roraima
2016,1130.3758799168095,Caracaraí,1400209,Roraima
2017,1152.7863302307867,Caracaraí,1400209,Roraima
2018,1170.9421615022484,Caracaraí,1400209,Roraima
2019,1270.433262890959,Caracaraí,1400209,Roraima
2020,1306.4099485649022,Caracaraí,1400209,Roraima
2021,1329.1204283523587,Caracaraí,1400209,Roraima
2022,1368.4831299849968,Caracaraí,1400209,Roraima
2007,836.1377750991752,Caroebe,1400233,Roraima
2008,874.2048344228255,Caroebe,1400233,Roraima
2009,897.9850842756717,Caroebe,1400233,Roraima
2010,917.202974312172,Caroebe,1400233,Roraima
2011,931.9953407197902,Caroebe,1400233,Roraima
2012,943.3396017270667,Caroebe,1400233,Roraima
2013,952.3794091665134,Caroebe,1400233,Roraima
2014,969.6426021648474,Caroebe,1400233,Roraima
2015,990.001991886318,Caroebe,1400233,Roraima
2016,1015.8906289524796,Caroebe,1400233,Roraima
2017,1031.3097894381,Caroebe,1400233,Roraima
2018,1043.2435953850138,Caroebe,1400233,Roraima
2019,1080.2043886898543,Caroebe,1400233,Roraima
2020,1122.089118307746,Caroebe,1400233,Roraima
2021,1159.3404985379423,Caroebe,1400233,Roraima
2022,1191.2389025378477,Caroebe,1400233,Roraima
2007,587.6595908981478,Iracema,1400282,Roraima
2008,690.1247088557036,Iracema,1400282,Roraima
2009,695.7533807087939,Iracema,1400282,Roraima
2010,728.0472342385507,Iracema,1400282,Roraima
2011,735.2201742236568,Iracema,1400282,Roraima
2012,741.0791650470442,Iracema,1400282,Roraima
2013,757.8507029275195,Iracema,1400282,Roraima
2014,779.6817507924845,Iracema,1400282,Roraima
2015,790.180949461858,Iracema,1400282,Roraima
2016,811.6031467170322,Iracema,1400282,Roraima
2017,822.6648039513814,Iracema,1400282,Roraima
2018,825.4555890640488,Iracema,1400282,Roraima
2019,886.505990179055,Iracema,1400282,Roraima
2020,909.2711520034037,Iracema,1400282,Roraima
2021,934.5651766253857,Iracema,1400282,Roraima
2022,961.9752915837726,Iracema,1400282,Roraima
2007,1388.7280326097953,Mucajaí,1400308,Roraima
2008,1602.196715297586,Mucajaí,1400308,Roraima
2009,1622.2959754553044,Mucajaí,1400308,Roraima
2010,1681.5837760562206,Mucajaí,1400308,Roraima
2011,1708.361349468883,Mucajaí,1400308,Roraima
2012,1725.9224099660478,Mucajaí,1400308,Roraima
2013,1764.4331592688127,Mucajaí,1400308,Roraima
2014,1812.2060077435592,Mucajaí,1400308,Roraima
2015,1834.0741498370485,Mucajaí,1400308,Roraima
2016,1879.3167438032515,Mucajaí,1400308,Roraima
2017,1887.6456623618565,Mucajaí,1400308,Roraima
2018,1906.1635717880886,Mucajaí,1400308,Roraima
2019,1987.7731138225188,Mucajaí,1400308,Roraima
2020,2030.9325145718137,Mucajaí,1400308,Roraima
2021,2099.403750644232,Mucajaí,1400308,Roraima
2022,2128.810924811942,Mucajaí,1400308,Roraima
2007,19.669772058327215,Normandia,1400407,Roraima
2008,20.01275798428632,Normandia,1400407,Roraima
2009,20.01275798428632,Normandia,1400407,Roraima
2010,20.01275798428632,Normandia,1400407,Roraima
2011,20.01275798428632,Normandia,1400407,Roraima
2012,20.01275798428632,Normandia,1400407,Roraima
2013,20.01275798428632,Normandia,1400407,Roraima
2014,20.01275798428632,Normandia,1400407,Roraima
2015,20.01275798428632,Normandia,1400407,Roraima
2016,20.01275798428632,Normandia,1400407,Roraima
2017,20.01275798428632,Normandia,1400407,Roraima
2018,20.01275798428632,Normandia,1400407,Roraima
2019,20.01275798428632,Normandia,1400407,Roraima
2020,20.01275798428632,Normandia,1400407,Roraima
2021,20.01275798428632,Normandia,1400407,Roraima
2022,20.01275798428632,Normandia,1400407,Roraima
2007,71.00500671236247,Pacaraima,1400456,Roraima
2008,71.00653536936505,Pacaraima,1400456,Roraima
2009,71.59528188655857,Pacaraima,1400456,Roraima
2010,78.29013297559753,Pacaraima,1400456,Roraima
2011,78.52389933229753,Pacaraima,1400456,Roraima
2012,78.52389933229753,Pacaraima,1400456,Roraima
2013,78.82315533055082,Pacaraima,1400456,Roraima
2014,79.23395037286363,Pacaraima,1400456,Roraima
2015,79.32537679034525,Pacaraima,1400456,Roraima
2016,79.46928503323036,Pacaraima,1400456,Roraima
2017,79.78836148443966,Pacaraima,1400456,Roraima
2018,79.78836148443966,Pacaraima,1400456,Roraima
2019,81.99958009243204,Pacaraima,1400456,Roraima
2020,82.46090471916285,Pacaraima,1400456,Roraima
2021,83.55607141512645,Pacaraima,1400456,Roraima
2022,83.90546914095293,Pacaraima,1400456,Roraima
2007,1003.2149450114483,Rorainópolis,1400472,Roraima
2008,1029.2111218200353,Rorainópolis,1400472,Roraima
2009,1047.373668279396,Rorainópolis,1400472,Roraima
2010,1063.2461652007341,Rorainópolis,1400472,Roraima
2011,1074.0468118929662,Rorainópolis,1400472,Roraima
2012,1089.545444498562,Rorainópolis,1400472,Roraima
2013,1112.3597444201769,Rorainópolis,1400472,Roraima
2014,1131.751630617371,Rorainópolis,1400472,Roraima
2015,1155.0100582043453,Rorainópolis,1400472,Roraima
2016,1180.3088323222742,Rorainópolis,1400472,Roraima
2017,1214.011662434053,Rorainópolis,1400472,Roraima
2018,1251.730210824067,Rorainópolis,1400472,Roraima
2019,1348.9059652664369,Rorainópolis,1400472,Roraima
2020,1428.4227039498378,Rorainópolis,1400472,Roraima
2021,1482.4151258614138,Rorainópolis,1400472,Roraima
2022,1561.1524813352407,Rorainópolis,1400472,Roraima
2007,483.0449286200026,São João da Baliza,1400506,Roraima
2008,498.177050158187,São João da Baliza,1400506,Roraima
2009,507.0128506271098,São João da Baliza,1400506,Roraima
2010,514.3557166446183,São João da Baliza,1400506,Roraima
2011,519.3973930201958,São João da Baliza,1400506,Roraima
2012,523.0935650473716,São João da Baliza,1400506,Roraima
2013,529.75688224657,São João da Baliza,1400506,Roraima
2014,536.4929201298872,São João da Baliza,1400506,Roraima
2015,539.988155289958,São João da Baliza,1400506,Roraima
2016,546.2077714028214,São João da Baliza,1400506,Roraima
2017,550.7422241406354,São João da Baliza,1400506,Roraima
2018,555.6677292461317,São João da Baliza,1400506,Roraima
2019,566.2765835846252,São João da Baliza,1400506,Roraima
2020,574.5741866748114,São João da Baliza,1400506,Roraima
2021,595.9479236630887,São João da Baliza,1400506,Roraima
2022,613.1362087699284,São João da Baliza,1400506,Roraima
2007,549.5083763919422,São Luiz,1400605,Roraima
2008,562.3261749148581,São Luiz,1400605,Roraima
2009,567.7922171506264,São Luiz,1400605,Roraima
2010,572.9398600148196,São Luiz,1400605,Roraima
2011,578.3551376701795,São Luiz,1400605,Roraima
2012,582.6546806034136,São Luiz,1400605,Roraima
2013,589.449175517871,São Luiz,1400605,Roraima
2014,593.3349144632019,São Luiz,1400605,Roraima
2015,597.5439495539832,São Luiz,1400605,Roraima
2016,604.3316942441962,São Luiz,1400605,Roraima
2017,607.9371577878019,São Luiz,1400605,Roraima
2018,611.967284524183,São Luiz,1400605,Roraima
2019,622.8345272858494,São Luiz,1400605,Roraima
2020,629.36392327463,São Luiz,1400605,Roraima
2021,637.3452641047614,São Luiz,1400605,Roraima
2022,645.9599675393966,São Luiz,1400605,Roraima
2007,32.41005258721402,Uiramutã,1400704,Roraima
2008,32.85418506757809,Uiramutã,1400704,Roraima
2009,34.51874286355931,Uiramutã,1400704,Roraima
2010,46.216107392649555,Uiramutã,1400704,Roraima
2011,46.91223320755815,Uiramutã,1400704,Roraima
2012,46.91223320755815,Uiramutã,1400704,Roraima
2013,47.74137828890398,Uiramutã,1400704,Roraima
2014,48.84733508700593,Uiramutã,1400704,Roraima
2015,48.93397874164488,Uiramutã,1400704,Roraima
2016,49.00076130384859,Uiramutã,1400704,Roraima
2017,49.17150053225049,Uiramutã,1400704,Roraima
2018,49.17150053225049,Uiramutã,1400704,Roraima
2019,51.09832627876246,Uiramutã,1400704,Roraima
2020,52.08807688851301,Uiramutã,1400704,Roraima
2021,52.622337525194894,Uiramutã,1400704,Roraima
2022,53.10731822477648,Uiramutã,1400704,Roraima
2007,5.669821019267593,Abreulândia,1700251,Tocantins
2008,7.531918080573359,Abreulândia,1700251,Tocantins
2009,7.531918080573359,Abreulândia,1700251,Tocantins
2010,7.531918080573359,Abreulândia,1700251,Tocantins
2011,7.531918080573359,Abreulândia,1700251,Tocantins
2012,7.531918080573359,Abreulândia,1700251,Tocantins
2013,7.531918080573359,Abreulândia,1700251,Tocantins
2014,7.531918080573359,Abreulândia,1700251,Tocantins
2015,7.6003210481217485,Abreulândia,1700251,Tocantins
2016,9.824645553365016,Abreulândia,1700251,Tocantins
2017,9.97445497639147,Abreulândia,1700251,Tocantins
2018,9.97445497639147,Abreulândia,1700251,Tocantins
2019,9.97445497639147,Abreulândia,1700251,Tocantins
2020,10.14592971170269,Abreulândia,1700251,Tocantins
2021,10.14592971170269,Abreulândia,1700251,Tocantins
2022,10.21159064606031,Abreulândia,1700251,Tocantins
2007,104.94234199923063,Aguiarnópolis,1700301,Tocantins
2008,105.02554717244753,Aguiarnópolis,1700301,Tocantins
2009,105.29559533635984,Aguiarnópolis,1700301,Tocantins
2010,105.59541795383107,Aguiarnópolis,1700301,Tocantins
2011,105.72550514960733,Aguiarnópolis,1700301,Tocantins
2012,105.81484031563181,Aguiarnópolis,1700301,Tocantins
2013,105.81484031563181,Aguiarnópolis,1700301,Tocantins
2014,106.01695427174552,Aguiarnópolis,1700301,Tocantins
2015,106.49745481819602,Aguiarnópolis,1700301,Tocantins
2016,106.67135794981789,Aguiarnópolis,1700301,Tocantins
2017,106.78977886440424,Aguiarnópolis,1700301,Tocantins
2018,106.92911009539108,Aguiarnópolis,1700301,Tocantins
2019,108.85680110548549,Aguiarnópolis,1700301,Tocantins
2020,108.85680110548549,Aguiarnópolis,1700301,Tocantins
2021,109.46811401869698,Aguiarnópolis,1700301,Tocantins
2022,110.28549268150684,Aguiarnópolis,1700301,Tocantins
2007,0,Aliança do Tocantins,1700350,Tocantins
2008,0,Aliança do Tocantins,1700350,Tocantins
2009,0,Aliança do Tocantins,1700350,Tocantins
2010,0,Aliança do Tocantins,1700350,Tocantins
2011,0,Aliança do Tocantins,1700350,Tocantins
2012,0,Aliança do Tocantins,1700350,Tocantins
2013,0,Aliança do Tocantins,1700350,Tocantins
2014,0,Aliança do Tocantins,1700350,Tocantins
2015,0,Aliança do Tocantins,1700350,Tocantins
2016,0,Aliança do Tocantins,1700350,Tocantins
2017,0,Aliança do Tocantins,1700350,Tocantins
2018,0,Aliança do Tocantins,1700350,Tocantins
2019,0,Aliança do Tocantins,1700350,Tocantins
2020,0,Aliança do Tocantins,1700350,Tocantins
2021,0,Aliança do Tocantins,1700350,Tocantins
2022,0,Aliança do Tocantins,1700350,Tocantins
2007,0,Almas,1700400,Tocantins
2008,0,Almas,1700400,Tocantins
2009,0,Almas,1700400,Tocantins
2010,0,Almas,1700400,Tocantins
2011,0,Almas,1700400,Tocantins
2012,0,Almas,1700400,Tocantins
2013,0,Almas,1700400,Tocantins
2014,0,Almas,1700400,Tocantins
2015,0,Almas,1700400,Tocantins
2016,0,Almas,1700400,Tocantins
2017,0,Almas,1700400,Tocantins
2018,0,Almas,1700400,Tocantins
2019,0,Almas,1700400,Tocantins
2020,0,Almas,1700400,Tocantins
2021,0,Almas,1700400,Tocantins
2022,0,Almas,1700400,Tocantins
2007,0,Alvorada,1700707,Tocantins
2008,0,Alvorada,1700707,Tocantins
2009,0,Alvorada,1700707,Tocantins
2010,0,Alvorada,1700707,Tocantins
2011,0,Alvorada,1700707,Tocantins
2012,0,Alvorada,1700707,Tocantins
2013,0,Alvorada,1700707,Tocantins
2014,0,Alvorada,1700707,Tocantins
2015,0,Alvorada,1700707,Tocantins
2016,0,Alvorada,1700707,Tocantins
2017,0,Alvorada,1700707,Tocantins
2018,0,Alvorada,1700707,Tocantins
2019,0,Alvorada,1700707,Tocantins
2020,0,Alvorada,1700707,Tocantins
2021,0,Alvorada,1700707,Tocantins
2022,0,Alvorada,1700707,Tocantins
2007,1153.3883027079237,Ananás,1701002,Tocantins
2008,1158.0766121720108,Ananás,1701002,Tocantins
2009,1159.129382185541,Ananás,1701002,Tocantins
2010,1160.6226619699164,Ananás,1701002,Tocantins
2011,1164.290285979904,Ananás,1701002,Tocantins
2012,1164.6234900053375,Ananás,1701002,Tocantins
2013,1164.9347583140197,Ananás,1701002,Tocantins
2014,1166.7130907885576,Ananás,1701002,Tocantins
2015,1168.6979867908103,Ananás,1701002,Tocantins
2016,1168.8931823442517,Ananás,1701002,Tocantins
2017,1168.8931823442517,Ananás,1701002,Tocantins
2018,1170.036119252281,Ananás,1701002,Tocantins
2019,1170.3206994722484,Ananás,1701002,Tocantins
2020,1175.5247177392807,Ananás,1701002,Tocantins
2021,1176.1449869367405,Ananás,1701002,Tocantins
2022,1176.6782440245818,Ananás,1701002,Tocantins
2007,194.2750842580961,Angico,1701051,Tocantins
2008,196.84040232207013,Angico,1701051,Tocantins
2009,196.90590769581914,Angico,1701051,Tocantins
2010,197.19118838367248,Angico,1701051,Tocantins
2011,197.23724197866983,Angico,1701051,Tocantins
