year,areakm,municipality,geocode_ibge,state
2020,0,Feira Nova do Maranhão,2104073,Maranhão
2021,0,Feira Nova do Maranhão,2104073,Maranhão
2022,0,Feira Nova do Maranhão,2104073,Maranhão
2007,89.083848432129,Fernando Falcão,2104081,Maranhão
2008,94.91563463465457,Fernando Falcão,2104081,Maranhão
2009,109.30139817953703,Fernando Falcão,2104081,Maranhão
2010,114.06407654490071,Fernando Falcão,2104081,Maranhão
2011,116.30388075569203,Fernando Falcão,2104081,Maranhão
2012,117.84173802011209,Fernando Falcão,2104081,Maranhão
2013,118.59834431496652,Fernando Falcão,2104081,Maranhão
2014,119.56303948474762,Fernando Falcão,2104081,Maranhão
2015,120.06240207028983,Fernando Falcão,2104081,Maranhão
2016,121.50494928412567,Fernando Falcão,2104081,Maranhão
2017,133.6649282271591,Fernando Falcão,2104081,Maranhão
2018,135.5437118066766,Fernando Falcão,2104081,Maranhão
2019,136.30283389596153,Fernando Falcão,2104081,Maranhão
2020,137.08705895268838,Fernando Falcão,2104081,Maranhão
2021,137.91559359212116,Fernando Falcão,2104081,Maranhão
2022,139.13731211960598,Fernando Falcão,2104081,Maranhão
2007,30.893761194413504,Formosa da Serra Negra,2104099,Maranhão
2008,31.63231752220358,Formosa da Serra Negra,2104099,Maranhão
2009,32.37967293061648,Formosa da Serra Negra,2104099,Maranhão
2010,32.768526494917026,Formosa da Serra Negra,2104099,Maranhão
2011,32.844582813701194,Formosa da Serra Negra,2104099,Maranhão
2012,33.117222826963804,Formosa da Serra Negra,2104099,Maranhão
2013,33.29165153237401,Formosa da Serra Negra,2104099,Maranhão
2014,33.36514961346417,Formosa da Serra Negra,2104099,Maranhão
2015,33.36514961346417,Formosa da Serra Negra,2104099,Maranhão
2016,33.558236134846524,Formosa da Serra Negra,2104099,Maranhão
2017,33.62601782402344,Formosa da Serra Negra,2104099,Maranhão
2018,33.728516057214975,Formosa da Serra Negra,2104099,Maranhão
2019,33.975982750291635,Formosa da Serra Negra,2104099,Maranhão
2020,34.136321513856444,Formosa da Serra Negra,2104099,Maranhão
2021,35.03626719380106,Formosa da Serra Negra,2104099,Maranhão
2022,36.3580006510518,Formosa da Serra Negra,2104099,Maranhão
2007,0,Fortaleza dos Nogueiras,2104107,Maranhão
2008,0,Fortaleza dos Nogueiras,2104107,Maranhão
2009,0,Fortaleza dos Nogueiras,2104107,Maranhão
2010,0,Fortaleza dos Nogueiras,2104107,Maranhão
2011,0,Fortaleza dos Nogueiras,2104107,Maranhão
2012,0,Fortaleza dos Nogueiras,2104107,Maranhão
